tab delimited	contribution																																		
id	version	timestamp	contributor	data_model_version	reference	description																													
17114	2	2021-04-22T00:16:27.735Z	@najmagic	3	10.1130/L580.1	"Added geologic_classes, lithologies, and ages to the locations table. Fix other ages problems. Fix other data formatting issues.  Added other required columns. "																													
>>>>>>>>>>																																			
tab delimited	locations																																		
location	location_type	citations	geologic_classes	lithologies	lat_s	lat_n	lon_w	lon_e	age_low	age_high	age_unit																								
This study		3.9	63.1	41.5	SLB35.4a_LP-DIR-T	7.95E-06	5.22E-07	1.54E-07	2.75E-08	1	273	LT-T-Z:LP-DIR-T	10	g	pmagpy-3.2.1	SLB35.4a	u	0	0	798	SLB35.4a_LP-DIR-T-10														
This study		1.6	61.9	41.7	SLB35.4a_LP-DIR-T	7.64E-06	2.35E-07	2.70E-08	4.10E-08	1	273	LT-T-Z:LP-DIR-T	11	g	pmagpy-3.2.1	SLB35.4a	u	0	0	823	SLB35.4a_LP-DIR-T-11														
This study		1.4	63.6	40.3	SLB35.4a_LP-DIR-T	7.37E-06	1.36E-07	1.33E-07	5.97E-08	1	273	LT-T-Z:LP-DIR-T	12	g	pmagpy-3.2.1	SLB35.4a	u	0	0	833	SLB35.4a_LP-DIR-T-12														
This study		1.2	60.2	40.7	SLB35.4a_LP-DIR-T	6.98E-06	1.60E-07	3.60E-08	2.78E-08	1	273	LT-T-Z:LP-DIR-T	13	g	pmagpy-3.2.1	SLB35.4a	u	0	0	843	SLB35.4a_LP-DIR-T-13														
This study		0.6	63	40.2	SLB35.4a_LP-DIR-T	6.79E-06	3.96E-08	8.02E-08	4.99E-08	1	273	LT-T-Z:LP-DIR-T	14	g	pmagpy-3.2.1	SLB35.4a	u	0	0	848	SLB35.4a_LP-DIR-T-14														
This study		0.5	62.6	40.5	SLB35.4a_LP-DIR-T	6.36E-06	2.68E-08	7.40E-08	2.35E-08	1	273	LT-T-Z:LP-DIR-T	15	g	pmagpy-3.2.1	SLB35.4a	u	0	0	853	SLB35.4a_LP-DIR-T-15														
This study		2.8	61.6	39.8	SLB35.4a_LP-DIR-T	4.96E-06	2.07E-07	1.24E-07	5.25E-08	1	273	LT-T-Z:LP-DIR-T	16	g	pmagpy-3.2.1	SLB35.4a	u	0	0	868	SLB35.4a_LP-DIR-T-16														
This study		1.5	64	39.6	SLB35.4a_LP-DIR-T	2.94E-06	5.76E-08	5.38E-08	3.44E-08	1	273	LT-T-Z:LP-DIR-T	17	g	pmagpy-3.2.1	SLB35.4a	u	0	0	883	SLB35.4a_LP-DIR-T-17														
This study		0.8	61.6	40.2	SLB35.4a_LP-DIR-T	7.81E-07	8.14E-09	6.35E-09	5.55E-09	1	273	LT-T-Z:LP-DIR-T	18	b	pmagpy-3.2.1	SLB35.4a	u	0	0	898	SLB35.4a_LP-DIR-T-18														
This study		0.7	61.7	40.3	SLB35.4a_LP-DIR-T	7.81E-07	6.45E-09	6.25E-09	4.84E-09	1	273	LT-T-Z:LP-DIR-T	19	g	pmagpy-3.2.1	SLB35.4a	u	0	0	898	SLB35.4a_LP-DIR-T-19														
This study		1.7	61.3	41.1	SLB35.4a_LP-DIR-T	3.82E-07	8.93E-09	6.44E-09	4.22E-09	1	273	LT-T-Z:LP-DIR-T	20	g	pmagpy-3.2.1	SLB35.4a	u	0	0	913	SLB35.4a_LP-DIR-T-20														
This study		1	58.6	42.3	SLB35.4a_LP-DIR-T	3.01E-07	3.20E-09	5.54E-09	1.97E-09	1	273	LT-T-Z:LP-DIR-T	21	g	pmagpy-3.2.1	SLB35.4a	u	0	0	928	SLB35.4a_LP-DIR-T-21														
This study		1.3	57.8	41.9	SLB35.4a_LP-DIR-T	2.71E-07	4.27E-09	5.65E-09	2.26E-09	1	273	LT-T-Z:LP-DIR-T	22	g	pmagpy-3.2.1	SLB35.4a	u	0	0	938	SLB35.4a_LP-DIR-T-22														
This study		1.3	58.4	41.4	SLB35.4a_LP-DIR-T	2.24E-07	5.39E-09	2.14E-09	1.45E-09	1	273	LT-T-Z:LP-DIR-T	23	g	pmagpy-3.2.1	SLB35.4a	u	0	0	948	SLB35.4a_LP-DIR-T-23														
This study		1.7	56.3	41.8	SLB35.4a_LP-DIR-T	1.92E-07	5.23E-09	2.34E-09	2.15E-09	1	273	LT-T-Z:LP-DIR-T	24	g	pmagpy-3.2.1	SLB35.4a	u	0	0	953	SLB35.4a_LP-DIR-T-24														
This study		0.9	355.8	45.1	SLB35.5a_LP-DIR-T	3.45E-05	2.55E-07	4.78E-07	1.32E-07	1	273	LT-NO:LP-DIR-T	1	g	pmagpy-3.2.1	SLB35.5a	u	0	0	273	SLB35.5a_LP-DIR-T-1														
This study		0.5	355.1	44.9	SLB35.5a_LP-DIR-T	3.41E-05	2.15E-07	2.11E-07	1.19E-07	1	273	LT-LT-Z:LP-DIR-T	2	g	pmagpy-3.2.1	SLB35.5a	u	0	0	77	SLB35.5a_LP-DIR-T-2														
This study		1.8	352	45	SLB35.5a_LP-DIR-T	3.38E-05	3.65E-07	9.99E-07	1.85E-07	1	273	LT-T-Z:LP-DIR-T	3	g	pmagpy-3.2.1	SLB35.5a	u	0	0	373	SLB35.5a_LP-DIR-T-3														
This study		0.9	354.6	44.2	SLB35.5a_LP-DIR-T	3.15E-05	1.93E-07	4.50E-07	9.76E-08	1	273	LT-T-Z:LP-DIR-T	4	g	pmagpy-3.2.1	SLB35.5a	u	0	0	473	SLB35.5a_LP-DIR-T-4														
This study		0.5	353.1	44	SLB35.5a_LP-DIR-T	2.82E-05	2.02E-07	2.21E-07	8.94E-08	1	273	LT-T-Z:LP-DIR-T	5	g	pmagpy-3.2.1	SLB35.5a	u	0	0	573	SLB35.5a_LP-DIR-T-5														
This study		0.5	351.5	44.1	SLB35.5a_LP-DIR-T	2.64E-05	1.97E-07	1.49E-07	1.12E-07	1	273	LT-T-Z:LP-DIR-T	6	g	pmagpy-3.2.1	SLB35.5a	u	0	0	673	SLB35.5a_LP-DIR-T-6														
This study		0.6	352.3	44	SLB35.5a_LP-DIR-T	2.55E-05	2.28E-07	1.52E-07	1.04E-07	1	273	LT-T-Z:LP-DIR-T	7	g	pmagpy-3.2.1	SLB35.5a	u	0	0	723	SLB35.5a_LP-DIR-T-7														
This study		0.5	353.9	44.1	SLB35.5a_LP-DIR-T	2.49E-05	1.36E-07	1.98E-07	1.35E-07	1	273	LT-T-Z:LP-DIR-T	8	g	pmagpy-3.2.1	SLB35.5a	u	0	0	748	SLB35.5a_LP-DIR-T-8														
This study		1.1	355.2	44	SLB35.5a_LP-DIR-T	2.44E-05	1.47E-07	4.74E-07	9.74E-08	1	273	LT-T-Z:LP-DIR-T	9	g	pmagpy-3.2.1	SLB35.5a	u	0	0	773	SLB35.5a_LP-DIR-T-9														
This study		3.1	354.3	44	SLB35.5a_LP-DIR-T	2.38E-05	1.92E-07	1.26E-06	1.38E-07	1	273	LT-T-Z:LP-DIR-T	10	g	pmagpy-3.2.1	SLB35.5a	u	0	0	798	SLB35.5a_LP-DIR-T-10														
This study		1.6	353.6	44	SLB35.5a_LP-DIR-T	2.29E-05	1.27E-07	6.22E-07	1.27E-07	1	273	LT-T-Z:LP-DIR-T	11	g	pmagpy-3.2.1	SLB35.5a	u	0	0	823	SLB35.5a_LP-DIR-T-11														
This study		2.5	353.3	43.8	SLB35.5a_LP-DIR-T	2.21E-05	1.62E-07	9.64E-07	6.25E-08	1	273	LT-T-Z:LP-DIR-T	12	g	pmagpy-3.2.1	SLB35.5a	u	0	0	833	SLB35.5a_LP-DIR-T-12														
This study		1	353.3	43.6	SLB35.5a_LP-DIR-T	2.12E-05	1.54E-07	3.53E-07	3.66E-08	1	273	LT-T-Z:LP-DIR-T	13	g	pmagpy-3.2.1	SLB35.5a	u	0	0	843	SLB35.5a_LP-DIR-T-13														
This study		0.6	352.4	43.6	SLB35.5a_LP-DIR-T	2.04E-05	1.44E-07	1.72E-07	5.11E-08	1	273	LT-T-Z:LP-DIR-T	14	g	pmagpy-3.2.1	SLB35.5a	u	0	0	848	SLB35.5a_LP-DIR-T-14														
This study		1	353.9	43.7	SLB35.5a_LP-DIR-T	1.89E-05	1.22E-07	3.01E-07	9.50E-08	1	273	LT-T-Z:LP-DIR-T	15	g	pmagpy-3.2.1	SLB35.5a	u	0	0	853	SLB35.5a_LP-DIR-T-15														
This study		2	353.4	43.8	SLB35.5a_LP-DIR-T	1.49E-05	3.36E-07	1.25E-07	3.90E-07	1	273	LT-T-Z:LP-DIR-T	16	g	pmagpy-3.2.1	SLB35.5a	u	0	0	868	SLB35.5a_LP-DIR-T-16														
This study		1.8	355.6	43.3	SLB35.5a_LP-DIR-T	7.62E-06	1.14E-07	9.33E-08	2.06E-07	1	273	LT-T-Z:LP-DIR-T	17	g	pmagpy-3.2.1	SLB35.5a	u	0	0	883	SLB35.5a_LP-DIR-T-17														
This study		1.8	353.3	42.7	SLB35.5a_LP-DIR-T	2.14E-06	4.30E-08	1.94E-08	4.66E-08	1	273	LT-T-Z:LP-DIR-T	18	b	pmagpy-3.2.1	SLB35.5a	u	0	0	898	SLB35.5a_LP-DIR-T-18														
This study		1.7	353.3	42.8	SLB35.5a_LP-DIR-T	2.14E-06	4.06E-08	1.91E-08	4.43E-08	1	273	LT-T-Z:LP-DIR-T	19	g	pmagpy-3.2.1	SLB35.5a	u	0	0	898	SLB35.5a_LP-DIR-T-19														
This study		2.4	351.1	43.6	SLB35.5a_LP-DIR-T	1.22E-06	2.72E-08	2.39E-08	3.53E-08	1	273	LT-T-Z:LP-DIR-T	20	g	pmagpy-3.2.1	SLB35.5a	u	0	0	913	SLB35.5a_LP-DIR-T-20														
This study		1.1	351.1	43.7	SLB35.5a_LP-DIR-T	1.01E-06	1.10E-08	1.70E-08	4.29E-09	1	273	LT-T-Z:LP-DIR-T	21	g	pmagpy-3.2.1	SLB35.5a	u	0	0	928	SLB35.5a_LP-DIR-T-21														
This study		0.9	346	43.1	SLB35.5a_LP-DIR-T	9.22E-07	6.98E-09	1.25E-08	6.48E-09	1	273	LT-T-Z:LP-DIR-T	22	g	pmagpy-3.2.1	SLB35.5a	u	0	0	938	SLB35.5a_LP-DIR-T-22														
This study		0.8	352.8	44	SLB35.5a_LP-DIR-T	8.14E-07	4.47E-09	1.10E-08	2.49E-09	1	273	LT-T-Z:LP-DIR-T	23	g	pmagpy-3.2.1	SLB35.5a	u	0	0	948	SLB35.5a_LP-DIR-T-23														
This study		1.1	350.1	43.5	SLB35.5a_LP-DIR-T	7.27E-07	4.19E-09	1.35E-08	1.40E-09	1	273	LT-T-Z:LP-DIR-T	24	g	pmagpy-3.2.1	SLB35.5a	u	0	0	953	SLB35.5a_LP-DIR-T-24														
This study		4	67.9	38.7	SLB35.6a_LP-DIR-T	7.45E-07	1.24E-08	1.03E-07	7.64E-08	1	273	LT-NO:LP-DIR-T	1	b	pmagpy-3.2.1	SLB35.6a	u	0	0	273	SLB35.6a_LP-DIR-T-1														
This study		68.2	348	-13.7	SLB35.6a_LP-DIR-T	2.98E-07	5.65E-08	5.37E-07	4.97E-07	1	273	LT-NO:LP-DIR-T	2	b	pmagpy-3.2.1	SLB35.6a	u	0	0	273	SLB35.6a_LP-DIR-T-2														
This study		1.8	63.4	38.4	SLB35.6a_LP-DIR-T	8.56E-07	2.15E-08	1.48E-08	5.49E-09	1	273	LT-NO:LP-DIR-T	3	g	pmagpy-3.2.1	SLB35.6a	u	0	0	273	SLB35.6a_LP-DIR-T-3														
This study		1	61.1	37.9	SLB35.6a_LP-DIR-T	8.47E-07	1.34E-08	7.43E-09	3.35E-09	1	273	LT-LT-Z:LP-DIR-T	4	g	pmagpy-3.2.1	SLB35.6a	u	0	0	77	SLB35.6a_LP-DIR-T-4														
This study		0.5	59.2	37.6	SLB35.6a_LP-DIR-T	8.43E-07	6.11E-09	4.71E-09	3.92E-09	1	273	LT-T-Z:LP-DIR-T	5	g	pmagpy-3.2.1	SLB35.6a	u	0	0	373	SLB35.6a_LP-DIR-T-5														
This study		0.9	62.1	36.7	SLB35.6a_LP-DIR-T	8.27E-07	1.15E-08	7.68E-09	2.13E-09	1	273	LT-T-Z:LP-DIR-T	6	g	pmagpy-3.2.1	SLB35.6a	u	0	0	473	SLB35.6a_LP-DIR-T-6														
This study		0.4	61.3	37.3	SLB35.6a_LP-DIR-T	7.64E-07	3.19E-09	4.79E-09	3.81E-09	1	273	LT-T-Z:LP-DIR-T	7	g	pmagpy-3.2.1	SLB35.6a	u	0	0	573	SLB35.6a_LP-DIR-T-7														
This study		1	62.2	37.6	SLB35.6a_LP-DIR-T	6.12E-07	8.53E-09	6.75E-09	3.92E-09	1	273	LT-T-Z:LP-DIR-T	8	g	pmagpy-3.2.1	SLB35.6a	u	0	0	673	SLB35.6a_LP-DIR-T-8														
This study		1.2	59.8	37.3	SLB35.6a_LP-DIR-T	5.52E-07	8.26E-09	7.91E-09	2.86E-09	1	273	LT-T-Z:LP-DIR-T	9	g	pmagpy-3.2.1	SLB35.6a	u	0	0	723	SLB35.6a_LP-DIR-T-9														
This study		0.6	62.9	37.5	SLB35.6a_LP-DIR-T	5.33E-07	4.33E-09	2.67E-09	2.31E-09	1	273	LT-T-Z:LP-DIR-T	10	g	pmagpy-3.2.1	SLB35.6a	u	0	0	748	SLB35.6a_LP-DIR-T-10														
This study		0.6	62.5	37.4	SLB35.6a_LP-DIR-T	5.08E-07	4.60E-09	2.83E-09	2.32E-09	1	273	LT-T-Z:LP-DIR-T	11	g	pmagpy-3.2.1	SLB35.6a	u	0	0	773	SLB35.6a_LP-DIR-T-11														
This study		1.4	59.9	37.8	SLB35.6a_LP-DIR-T	4.72E-07	1.08E-08	4.93E-09	1.25E-09	1	273	LT-T-Z:LP-DIR-T	12	g	pmagpy-3.2.1	SLB35.6a	u	0	0	798	SLB35.6a_LP-DIR-T-12														
This study		0.9	61.6	37.8	SLB35.6a_LP-DIR-T	3.80E-07	3.28E-09	5.04E-09	2.34E-09	1	273	LT-T-Z:LP-DIR-T	13	g	pmagpy-3.2.1	SLB35.6a	u	0	0	823	SLB35.6a_LP-DIR-T-13														
This study		1.5	60.6	38.2	SLB35.6a_LP-DIR-T	3.33E-07	7.77E-09	3.53E-09	2.59E-09	1	273	LT-T-Z:LP-DIR-T	14	g	pmagpy-3.2.1	SLB35.6a	u	0	0	833	SLB35.6a_LP-DIR-T-14														
This study		0.4	59.7	37.7	SLB35.6a_LP-DIR-T	3.09E-07	1.52E-09	1.48E-09	9.24E-10	1	273	LT-T-Z:LP-DIR-T	15	g	pmagpy-3.2.1	SLB35.6a	u	0	0	843	SLB35.6a_LP-DIR-T-15														
This study		1	61.5	37.9	SLB35.6a_LP-DIR-T	2.90E-07	4.13E-09	1.77E-09	2.69E-09	1	273	LT-T-Z:LP-DIR-T	16	g	pmagpy-3.2.1	SLB35.6a	u	0	0	848	SLB35.6a_LP-DIR-T-16														
This study		2.6	62.8	37.9	SLB35.6a_LP-DIR-T	2.72E-07	1.12E-08	5.25E-09	1.81E-09	1	273	LT-T-Z:LP-DIR-T	17	g	pmagpy-3.2.1	SLB35.6a	u	0	0	853	SLB35.6a_LP-DIR-T-17														
This study		0.8	60	37	SLB35.6a_LP-DIR-T	2.33E-07	2.07E-09	1.64E-09	2.02E-09	1	273	LT-T-Z:LP-DIR-T	18	g	pmagpy-3.2.1	SLB35.6a	u	0	0	868	SLB35.6a_LP-DIR-T-18														
This study		1.7	61.6	37.1	SLB35.6a_LP-DIR-T	1.74E-07	4.37E-09	2.69E-09	1.53E-09	1	273	LT-T-Z:LP-DIR-T	19	g	pmagpy-3.2.1	SLB35.6a	u	0	0	883	SLB35.6a_LP-DIR-T-19														
This study		1.2	61.1	36.1	SLB35.6a_LP-DIR-T	1.05E-07	3.09E-10	1.60E-09	1.52E-09	1	273	LT-T-Z:LP-DIR-T	20	b	pmagpy-3.2.1	SLB35.6a	u	0	0	898	SLB35.6a_LP-DIR-T-20														
This study		1.3	61.3	36.1	SLB35.6a_LP-DIR-T	1.05E-07	3.74E-10	2.00E-09	1.47E-09	1	273	LT-T-Z:LP-DIR-T	21	g	pmagpy-3.2.1	SLB35.6a	u	0	0	898	SLB35.6a_LP-DIR-T-21														
This study		2.9	58.7	36.9	SLB35.6a_LP-DIR-T	5.62E-08	2.03E-09	1.74E-09	1.10E-09	1	273	LT-T-Z:LP-DIR-T	22	g	pmagpy-3.2.1	SLB35.6a	u	0	0	913	SLB35.6a_LP-DIR-T-22														
This study		3.2	57.3	37.8	SLB35.6a_LP-DIR-T	3.75E-08	1.88E-09	1.02E-09	1.44E-10	1	273	LT-T-Z:LP-DIR-T	23	g	pmagpy-3.2.1	SLB35.6a	u	0	0	928	SLB35.6a_LP-DIR-T-23														
This study		2.2	58.4	38.5	SLB35.6a_LP-DIR-T	2.97E-08	9.65E-10	6.69E-10	1.87E-10	1	273	LT-T-Z:LP-DIR-T	24	g	pmagpy-3.2.1	SLB35.6a	u	0	0	938	SLB35.6a_LP-DIR-T-24														
This study		4.2	61	37.2	SLB35.6a_LP-DIR-T	2.02E-08	1.33E-09	6.20E-10	2.72E-10	1	273	LT-T-Z:LP-DIR-T	25	g	pmagpy-3.2.1	SLB35.6a	u	0	0	948	SLB35.6a_LP-DIR-T-25														
This study		1.4	56	38.9	SLB35.6a_LP-DIR-T	1.65E-08	2.06E-10	3.81E-10	1.28E-10	1	273	LT-T-Z:LP-DIR-T	26	g	pmagpy-3.2.1	SLB35.6a	u	0	0	953	SLB35.6a_LP-DIR-T-26														
This study		0.5	38	39.1	SLB35.7a_LP-DIR-T	9.59E-07	4.89E-09	6.50E-09	5.44E-09	1	273	LT-NO:LP-DIR-T	1	g	pmagpy-3.2.1	SLB35.7a	u	0	0	273	SLB35.7a_LP-DIR-T-1														
This study		2	37.7	39	SLB35.7a_LP-DIR-T	9.48E-07	2.05E-08	2.53E-08	2.77E-09	1	273	LT-LT-Z:LP-DIR-T	2	g	pmagpy-3.2.1	SLB35.7a	u	0	0	77	SLB35.7a_LP-DIR-T-2														
This study		0.5	34.9	39	SLB35.7a_LP-DIR-T	9.43E-07	4.26E-09	5.88E-09	5.52E-09	1	273	LT-T-Z:LP-DIR-T	3	g	pmagpy-3.2.1	SLB35.7a	u	0	0	373	SLB35.7a_LP-DIR-T-3														
This study		2.3	36.2	38.3	SLB35.7a_LP-DIR-T	9.17E-07	2.31E-08	2.89E-08	2.62E-09	1	273	LT-T-Z:LP-DIR-T	4	g	pmagpy-3.2.1	SLB35.7a	u	0	0	473	SLB35.7a_LP-DIR-T-4														
This study		1.4	37.6	38.3	SLB35.7a_LP-DIR-T	8.50E-07	1.37E-08	1.63E-08	3.02E-09	1	273	LT-T-Z:LP-DIR-T	5	g	pmagpy-3.2.1	SLB35.7a	u	0	0	573	SLB35.7a_LP-DIR-T-5														
This study		1.7	36.1	38.2	SLB35.7a_LP-DIR-T	6.86E-07	1.26E-08	1.59E-08	3.05E-09	1	273	LT-T-Z:LP-DIR-T	6	g	pmagpy-3.2.1	SLB35.7a	u	0	0	673	SLB35.7a_LP-DIR-T-6														
This study		1.8	34.5	38.2	SLB35.7a_LP-DIR-T	6.19E-07	1.29E-08	1.48E-08	3.40E-09	1	273	LT-T-Z:LP-DIR-T	7	g	pmagpy-3.2.1	SLB35.7a	u	0	0	723	SLB35.7a_LP-DIR-T-7														
This study		0.6	36.3	38.6	SLB35.7a_LP-DIR-T	5.97E-07	4.29E-09	4.22E-09	2.87E-09	1	273	LT-T-Z:LP-DIR-T	8	g	pmagpy-3.2.1	SLB35.7a	u	0	0	748	SLB35.7a_LP-DIR-T-8														
This study		0.9	35.4	38.3	SLB35.7a_LP-DIR-T	5.65E-07	3.47E-09	9.03E-09	2.04E-09	1	273	LT-T-Z:LP-DIR-T	9	g	pmagpy-3.2.1	SLB35.7a	u	0	0	773	SLB35.7a_LP-DIR-T-9														
This study		1.3	35.9	38.2	SLB35.7a_LP-DIR-T	5.26E-07	4.66E-09	1.14E-08	1.79E-09	1	273	LT-T-Z:LP-DIR-T	10	g	pmagpy-3.2.1	SLB35.7a	u	0	0	798	SLB35.7a_LP-DIR-T-10														
This study		0.6	35.5	38.2	SLB35.7a_LP-DIR-T	4.62E-07	3.50E-09	3.52E-09	1.31E-09	1	273	LT-T-Z:LP-DIR-T	11	g	pmagpy-3.2.1	SLB35.7a	u	0	0	823	SLB35.7a_LP-DIR-T-11														
This study		4.7	33.2	38	SLB35.7a_LP-DIR-T	4.21E-07	1.81E-08	2.92E-08	9.33E-10	1	273	LT-T-Z:LP-DIR-T	12	g	pmagpy-3.2.1	SLB35.7a	u	0	0	833	SLB35.7a_LP-DIR-T-12														
This study		2.1	35.5	37.9	SLB35.7a_LP-DIR-T	4.02E-07	7.69E-09	1.27E-08	1.08E-09	1	273	LT-T-Z:LP-DIR-T	13	g	pmagpy-3.2.1	SLB35.7a	u	0	0	843	SLB35.7a_LP-DIR-T-13														
This study		3.1	35.3	37.8	SLB35.7a_LP-DIR-T	3.74E-07	1.03E-08	1.74E-08	1.23E-09	1	273	LT-T-Z:LP-DIR-T	14	g	pmagpy-3.2.1	SLB35.7a	u	0	0	848	SLB35.7a_LP-DIR-T-14														
This study		4.7	36.1	38	SLB35.7a_LP-DIR-T	3.51E-07	1.61E-08	2.41E-08	1.22E-09	1	273	LT-T-Z:LP-DIR-T	15	g	pmagpy-3.2.1	SLB35.7a	u	0	0	853	SLB35.7a_LP-DIR-T-15														
This study		2.3	37.4	37.3	SLB35.7a_LP-DIR-T	3.06E-07	9.22E-09	6.21E-09	5.08E-09	1	273	LT-T-Z:LP-DIR-T	16	g	pmagpy-3.2.1	SLB35.7a	u	0	0	868	SLB35.7a_LP-DIR-T-16														
This study		2.2	35.9	37.2	SLB35.7a_LP-DIR-T	2.08E-07	5.55E-09	4.63E-09	3.79E-09	1	273	LT-T-Z:LP-DIR-T	17	g	pmagpy-3.2.1	SLB35.7a	u	0	0	883	SLB35.7a_LP-DIR-T-17														
This study		2.7	36.4	37	SLB35.7a_LP-DIR-T	1.26E-07	4.72E-09	2.50E-09	2.58E-09	1	273	LT-T-Z:LP-DIR-T	18	b	pmagpy-3.2.1	SLB35.7a	u	0	0	898	SLB35.7a_LP-DIR-T-18														
This study		2.4	36.8	36.9	SLB35.7a_LP-DIR-T	1.27E-07	4.56E-09	1.67E-09	2.38E-09	1	273	LT-T-Z:LP-DIR-T	19	g	pmagpy-3.2.1	SLB35.7a	u	0	0	898	SLB35.7a_LP-DIR-T-19														
This study		3.7	32.9	37.1	SLB35.7a_LP-DIR-T	6.63E-08	3.31E-09	2.03E-09	1.98E-09	1	273	LT-T-Z:LP-DIR-T	20	g	pmagpy-3.2.1	SLB35.7a	u	0	0	913	SLB35.7a_LP-DIR-T-20														
This study		2.2	36.3	37.7	SLB35.7a_LP-DIR-T	4.52E-08	1.09E-09	1.45E-09	2.18E-10	1	273	LT-T-Z:LP-DIR-T	21	g	pmagpy-3.2.1	SLB35.7a	u	0	0	928	SLB35.7a_LP-DIR-T-21														
This study		2.7	34.1	37.4	SLB35.7a_LP-DIR-T	3.78E-08	2.24E-09	1.15E-09	1.86E-10	1	273	LT-T-Z:LP-DIR-T	22	g	pmagpy-3.2.1	SLB35.7a	u	0	0	938	SLB35.7a_LP-DIR-T-22														
This study		1.4	36.4	37.9	SLB35.7a_LP-DIR-T	2.86E-08	5.77E-10	5.27E-10	1.32E-10	1	273	LT-T-Z:LP-DIR-T	23	g	pmagpy-3.2.1	SLB35.7a	u	0	0	948	SLB35.7a_LP-DIR-T-23														
This study		2	33.7	37.4	SLB35.7a_LP-DIR-T	2.57E-08	6.98E-10	6.91E-10	1.47E-10	1	273	LT-T-Z:LP-DIR-T	24	g	pmagpy-3.2.1	SLB35.7a	u	0	0	953	SLB35.7a_LP-DIR-T-24														
This study		0.9	292	38.9	SLB35.8a_LP-DIR-T	2.35E-06	3.63E-08	1.84E-08	1.16E-08	1	273	LT-NO:LP-DIR-T	1	g	pmagpy-3.2.1	SLB35.8a	u	0	0	273	SLB35.8a_LP-DIR-T-1														
This study		0.9	289.8	39.1	SLB35.8a_LP-DIR-T	2.33E-06	3.14E-08	1.94E-08	7.72E-09	1	273	LT-LT-Z:LP-DIR-T	2	g	pmagpy-3.2.1	SLB35.8a	u	0	0	77	SLB35.8a_LP-DIR-T-2														
This study		0.8	290	39.2	SLB35.8a_LP-DIR-T	2.31E-06	2.73E-08	1.86E-08	3.82E-09	1	273	LT-T-Z:LP-DIR-T	3	g	pmagpy-3.2.1	SLB35.8a	u	0	0	373	SLB35.8a_LP-DIR-T-3														
This study		1.2	287.7	38.6	SLB35.8a_LP-DIR-T	2.25E-06	4.46E-08	2.14E-08	7.92E-09	1	273	LT-T-Z:LP-DIR-T	4	g	pmagpy-3.2.1	SLB35.8a	u	0	0	473	SLB35.8a_LP-DIR-T-4														
This study		0.9	290.6	38.3	SLB35.8a_LP-DIR-T	2.06E-06	3.17E-08	9.86E-09	3.68E-09	1	273	LT-T-Z:LP-DIR-T	5	g	pmagpy-3.2.1	SLB35.8a	u	0	0	573	SLB35.8a_LP-DIR-T-5														
This study		1.1	291.3	38.3	SLB35.8a_LP-DIR-T	1.73E-06	2.87E-08	1.67E-08	2.89E-09	1	273	LT-T-Z:LP-DIR-T	6	g	pmagpy-3.2.1	SLB35.8a	u	0	0	673	SLB35.8a_LP-DIR-T-6														
This study		2.9	288.7	38.1	SLB35.8a_LP-DIR-T	1.61E-06	7.90E-08	2.61E-08	3.46E-09	1	273	LT-T-Z:LP-DIR-T	7	g	pmagpy-3.2.1	SLB35.8a	u	0	0	723	SLB35.8a_LP-DIR-T-7														
This study		1.6	292.4	37.7	SLB35.8a_LP-DIR-T	1.57E-06	4.10E-08	1.62E-08	9.06E-09	1	273	LT-T-Z:LP-DIR-T	8	g	pmagpy-3.2.1	SLB35.8a	u	0	0	748	SLB35.8a_LP-DIR-T-8														
This study		1.1	288.8	37.2	SLB35.8a_LP-DIR-T	1.49E-06	1.39E-08	1.89E-08	1.92E-08	1	273	LT-T-Z:LP-DIR-T	9	g	pmagpy-3.2.1	SLB35.8a	u	0	0	773	SLB35.8a_LP-DIR-T-9														
This study		1.7	289.6	38.3	SLB35.8a_LP-DIR-T	1.37E-06	3.89E-08	1.42E-08	4.19E-09	1	273	LT-T-Z:LP-DIR-T	10	g	pmagpy-3.2.1	SLB35.8a	u	0	0	798	SLB35.8a_LP-DIR-T-10														
This study		3.2	288.7	38.1	SLB35.8a_LP-DIR-T	1.19E-06	6.45E-08	1.75E-08	6.93E-09	1	273	LT-T-Z:LP-DIR-T	11	g	pmagpy-3.2.1	SLB35.8a	u	0	0	823	SLB35.8a_LP-DIR-T-11														
This study		2.2	288.1	38.8	SLB35.8a_LP-DIR-T	1.01E-06	3.70E-08	1.12E-08	3.42E-09	1	273	LT-T-Z:LP-DIR-T	12	g	pmagpy-3.2.1	SLB35.8a	u	0	0	833	SLB35.8a_LP-DIR-T-12														
This study		1.8	289.1	38.7	SLB35.8a_LP-DIR-T	9.62E-07	2.79E-08	1.20E-08	1.13E-09	1	273	LT-T-Z:LP-DIR-T	13	g	pmagpy-3.2.1	SLB35.8a	u	0	0	843	SLB35.8a_LP-DIR-T-13														
This study		1.7	288.7	39	SLB35.8a_LP-DIR-T	8.70E-07	2.48E-08	7.13E-09	3.80E-09	1	273	LT-T-Z:LP-DIR-T	14	g	pmagpy-3.2.1	SLB35.8a	u	0	0	848	SLB35.8a_LP-DIR-T-14														
This study		3.2	287.1	38.6	SLB35.8a_LP-DIR-T	7.95E-07	4.26E-08	1.42E-08	1.19E-09	1	273	LT-T-Z:LP-DIR-T	15	g	pmagpy-3.2.1	SLB35.8a	u	0	0	853	SLB35.8a_LP-DIR-T-15														
